pn_id,part_number,slug,brand,equipment,confirmed_models,category,description,original_description_en,original_description_cn,model_evidence,verification,confidence,evidence_summary,source_files,page_h1,seo_title,meta_description,canonical_path,cta_text,rfq_path,import_status,last_verified_date
PN-000530,A2U220-244081,a2u220-244081,Sandvik / EIMCO,Underground LHD,ED10,Hose/Fitting,"HOSE, SILICON","HOSE, SILICON | HOSE SILICON",软管，硅,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 69, item 3; LS_190_-REQUIREMENT20260107.xlsx, Sheet1, row 24; SANDVIK LS 190-312 PARTS20260228.xlsx, Sheet1, row 40",LS_190_-REQUIREMENT20260107.xlsx | SANDVIK LS 190-312 PARTS20260228.xlsx | 伊泰LS190-ED10配件手册.pdf,"A2U220-244081 — HOSE, SILICON","A2U220-244081 HOSE, SILICON | ED10 Spare Part","Verified part number A2U220-244081: HOSE, SILICON for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on Ku",/part-number/a2u220-244081,Request Quote,/rfq/new?partNumber=A2U220-244081,PUBLISHED_READY,2026-09-18
PN-000555,A2U220-259009,a2u220-259009,Sandvik / EIMCO,Underground LHD,ED10,Engine,改进型涡轮增压器总成,,改进型涡轮增压器总成,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 69, item 4",伊泰LS190-ED10配件手册.pdf,A2U220-259009 — 改进型涡轮增压器总成,A2U220-259009 改进型涡轮增压器总成 | ED10 Spare Part,Verified part number A2U220-259009: 改进型涡轮增压器总成 for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on Kuang,/part-number/a2u220-259009,Request Quote,/rfq/new?partNumber=A2U220-259009,PUBLISHED_READY,2026-09-18
PN-000704,A2U900-241033,a2u900-241033,Sandvik / EIMCO,Underground LHD,ED10,Other,元件，阻火器,,元件，阻火器,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 69, item 5",伊泰LS190-ED10配件手册.pdf,A2U900-241033 — 元件，阻火器,A2U900-241033 元件，阻火器 | ED10 Spare Part,Verified part number A2U900-241033: 元件，阻火器 for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on KuangpeiY,/part-number/a2u900-241033,Request Quote,/rfq/new?partNumber=A2U900-241033,PUBLISHED_READY,2026-09-18
PN-000716,A2U900-243007,a2u900-243007,Sandvik / EIMCO,Underground LHD,ED10,Fastener,垫圈，阻火器,,垫圈，阻火器,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 69, item 6",伊泰LS190-ED10配件手册.pdf,A2U900-243007 — 垫圈，阻火器,A2U900-243007 垫圈，阻火器 | ED10 Spare Part,Verified part number A2U900-243007: 垫圈，阻火器 for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on KuangpeiY,/part-number/a2u900-243007,Request Quote,/rfq/new?partNumber=A2U900-243007,PUBLISHED_READY,2026-09-18
PN-001060,C2A7C1152,c2a7c1152,Sandvik / EIMCO,Underground LHD,ED10,Fastener,垫圈，后冷器法兰,,垫圈，后冷器法兰,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 69, item 7",伊泰LS190-ED10配件手册.pdf,C2A7C1152 — 垫圈，后冷器法兰,C2A7C1152 垫圈，后冷器法兰 | ED10 Spare Part,Verified part number C2A7C1152: 垫圈，后冷器法兰 for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on KuangpeiYun,/part-number/c2a7c1152,Request Quote,/rfq/new?partNumber=C2A7C1152,PUBLISHED_READY,2026-09-18
PN-001064,C2A9S4182,c2a9s4182,Sandvik / EIMCO,Underground LHD,ED10,Other,塞子,,塞子,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 69, item 8",伊泰LS190-ED10配件手册.pdf,C2A9S4182 — 塞子,C2A9S4182 塞子 | ED10 Spare Part,Verified part number C2A9S4182: 塞子 for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on KuangpeiYun.,/part-number/c2a9s4182,Request Quote,/rfq/new?partNumber=C2A9S4182,PUBLISHED_READY,2026-09-18
PN-001829,HAS040P,has040p,Sandvik / EIMCO,Underground LHD,ED10,Hose/Fitting,软管夹,,软管夹,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 69, item 10",伊泰LS190-ED10配件手册.pdf,HAS040P — 软管夹,HAS040P 软管夹 | ED10 Spare Part,Verified part number HAS040P: 软管夹 for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on KuangpeiYun.,/part-number/has040p,Request Quote,/rfq/new?partNumber=HAS040P,PUBLISHED_READY,2026-09-18
PN-001057,C2A6V5219,c2a6v5219,Sandvik / EIMCO,Underground LHD,ED10,Fastener,六角头螺栓,,六角头螺栓,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 69, item 13",伊泰LS190-ED10配件手册.pdf,C2A6V5219 — 六角头螺栓,C2A6V5219 六角头螺栓 | ED10 Spare Part,Verified part number C2A6V5219: 六角头螺栓 for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on KuangpeiYun.,/part-number/c2a6v5219,Request Quote,/rfq/new?partNumber=C2A6V5219,PUBLISHED_READY,2026-09-18
PN-001063,C2A9M1974,c2a9m1974,Sandvik / EIMCO,Underground LHD,ED10,Fastener,平垫圈,,平垫圈,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 69, item 14",伊泰LS190-ED10配件手册.pdf,C2A9M1974 — 平垫圈,C2A9M1974 平垫圈 | ED10 Spare Part,Verified part number C2A9M1974: 平垫圈 for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on KuangpeiYun.,/part-number/c2a9m1974,Request Quote,/rfq/new?partNumber=C2A9M1974,PUBLISHED_READY,2026-09-18
PN-000706,A2U900-241053,a2u900-241053,Sandvik / EIMCO,Underground LHD,ED10,Hydraulic,Butterfly Valve,Butterfly Valve,蝶形阀,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 71, item 1; SANDVIK LS190-B2285 SPARE PARTS LIST_Mining India_24.03.2026.xlsx, Sheet1, row 457",SANDVIK LS190-B2285 SPARE PARTS LIST_Mining India_24.03.2026.xlsx | 伊泰LS190-ED10配件手册.pdf,A2U900-241053 — Butterfly Valve,A2U900-241053 Butterfly Valve | ED10 Spare Part,Verified part number A2U900-241053: Butterfly Valve for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on ,/part-number/a2u900-241053,Request Quote,/rfq/new?partNumber=A2U900-241053,PUBLISHED_READY,2026-09-18
PN-000707,A2U900-241054,a2u900-241054,Sandvik / EIMCO,Underground LHD,ED10,Hydraulic,蝶形阀托架,,蝶形阀托架,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 71, item 2",伊泰LS190-ED10配件手册.pdf,A2U900-241054 — 蝶形阀托架,A2U900-241054 蝶形阀托架 | ED10 Spare Part,Verified part number A2U900-241054: 蝶形阀托架 for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on KuangpeiYu,/part-number/a2u900-241054,Request Quote,/rfq/new?partNumber=A2U900-241054,PUBLISHED_READY,2026-09-18
PN-000714,A2U900-241068,a2u900-241068,Sandvik / EIMCO,Underground LHD,ED10,Hydraulic,Shut Down Valve Rod End,Shut Down Valve Rod End,关闭阀杆端,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 71, item 3; SANDVIK LS190-B2285 SPARE PARTS LIST_Mining India_24.03.2026.xlsx, Sheet1, row 459",SANDVIK LS190-B2285 SPARE PARTS LIST_Mining India_24.03.2026.xlsx | 伊泰LS190-ED10配件手册.pdf,A2U900-241068 — Shut Down Valve Rod End,A2U900-241068 Shut Down Valve Rod End | ED10 Spare Part,Verified part number A2U900-241068: Shut Down Valve Rod End for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppl,/part-number/a2u900-241068,Request Quote,/rfq/new?partNumber=A2U900-241068,PUBLISHED_READY,2026-09-18
PN-000824,A2U900-651010,a2u900-651010,Sandvik / EIMCO,Underground LHD,ED10,Engine,ENGINE STRANGER CYLINDER(AIR CIRCUIT),ENGINE STRANGER CYLINDER(AIR CIRCUIT),气压缸－单一工作,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 71, item 4; SANDVIK LS190-B2285 SPARE PARTS LIST_Mining India_24.03.2026.xlsx, Sheet1, row 232",SANDVIK LS190-B2285 SPARE PARTS LIST_Mining India_24.03.2026.xlsx | 伊泰LS190-ED10配件手册.pdf,A2U900-651010 — ENGINE STRANGER CYLINDER(AIR CIRCUIT),A2U900-651010 ENGINE STRANGER CYLINDER(AIR CIRCUIT) | ED10 S,Verified part number A2U900-651010: ENGINE STRANGER CYLINDER(AIR CIRCUIT) for ED10. Check equipment compatibility and submit an RFQ to qualified mining spa,/part-number/a2u900-651010,Request Quote,/rfq/new?partNumber=A2U900-651010,PUBLISHED_READY,2026-09-18
PN-000710,A2U900-241063,a2u900-241063,Sandvik / EIMCO,Underground LHD,ED10,Hydraulic,关闭阀工作轴,,关闭阀工作轴,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 73, item 1",伊泰LS190-ED10配件手册.pdf,A2U900-241063 — 关闭阀工作轴,A2U900-241063 关闭阀工作轴 | ED10 Spare Part,Verified part number A2U900-241063: 关闭阀工作轴 for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on KuangpeiY,/part-number/a2u900-241063,Request Quote,/rfq/new?partNumber=A2U900-241063,PUBLISHED_READY,2026-09-18
PN-000711,A2U900-241064,a2u900-241064,Sandvik / EIMCO,Underground LHD,ED10,Hydraulic,关闭阀轴O形圈,,关闭阀轴O形圈,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 73, item 2",伊泰LS190-ED10配件手册.pdf,A2U900-241064 — 关闭阀轴O形圈,A2U900-241064 关闭阀轴O形圈 | ED10 Spare Part,Verified part number A2U900-241064: 关闭阀轴O形圈 for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on Kuangpei,/part-number/a2u900-241064,Request Quote,/rfq/new?partNumber=A2U900-241064,PUBLISHED_READY,2026-09-18
PN-000712,A2U900-241065,a2u900-241065,Sandvik / EIMCO,Underground LHD,ED10,Hydraulic,关闭阀碟O形圈,,关闭阀碟O形圈,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 73, item 3",伊泰LS190-ED10配件手册.pdf,A2U900-241065 — 关闭阀碟O形圈,A2U900-241065 关闭阀碟O形圈 | ED10 Spare Part,Verified part number A2U900-241065: 关闭阀碟O形圈 for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on Kuangpei,/part-number/a2u900-241065,Request Quote,/rfq/new?partNumber=A2U900-241065,PUBLISHED_READY,2026-09-18
PN-000713,A2U900-241066,a2u900-241066,Sandvik / EIMCO,Underground LHD,ED10,Hydraulic,关闭阀回位弹簧,,关闭阀回位弹簧,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 73, item 4",伊泰LS190-ED10配件手册.pdf,A2U900-241066 — 关闭阀回位弹簧,A2U900-241066 关闭阀回位弹簧 | ED10 Spare Part,Verified part number A2U900-241066: 关闭阀回位弹簧 for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on Kuangpei,/part-number/a2u900-241066,Request Quote,/rfq/new?partNumber=A2U900-241066,PUBLISHED_READY,2026-09-18
PN-000715,A2U900-241069,a2u900-241069,Sandvik / EIMCO,Underground LHD,ED10,Hydraulic,关闭阀O形圈,,关闭阀O形圈,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 73, item 5",伊泰LS190-ED10配件手册.pdf,A2U900-241069 — 关闭阀O形圈,A2U900-241069 关闭阀O形圈 | ED10 Spare Part,Verified part number A2U900-241069: 关闭阀O形圈 for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on KuangpeiY,/part-number/a2u900-241069,Request Quote,/rfq/new?partNumber=A2U900-241069,PUBLISHED_READY,2026-09-18
PN-001642,D2NP10-0866,d2np10-0866,Sandvik / EIMCO,Underground LHD,ED10,Structure,夹安装,,夹安装,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 75, item 1",伊泰LS190-ED10配件手册.pdf,D2NP10-0866 — 夹安装,D2NP10-0866 夹安装 | ED10 Spare Part,Verified part number D2NP10-0866: 夹安装 for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on KuangpeiYun.,/part-number/d2np10-0866,Request Quote,/rfq/new?partNumber=D2NP10-0866,PUBLISHED_READY,2026-09-18
PN-001645,D2NP10-8771,d2np10-8771,Sandvik / EIMCO,Underground LHD,ED10,Other,障板,,障板,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 75, item 2",伊泰LS190-ED10配件手册.pdf,D2NP10-8771 — 障板,D2NP10-8771 障板 | ED10 Spare Part,Verified part number D2NP10-8771: 障板 for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on KuangpeiYun.,/part-number/d2np10-8771,Request Quote,/rfq/new?partNumber=D2NP10-8771,PUBLISHED_READY,2026-09-18
PN-001646,D2NP10-9297,d2np10-9297,Sandvik / EIMCO,Underground LHD,ED10,Other,抽空机外圈,,抽空机外圈,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 75, item 3",伊泰LS190-ED10配件手册.pdf,D2NP10-9297 — 抽空机外圈,D2NP10-9297 抽空机外圈 | ED10 Spare Part,Verified part number D2NP10-9297: 抽空机外圈 for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on KuangpeiYun.,/part-number/d2np10-9297,Request Quote,/rfq/new?partNumber=D2NP10-9297,PUBLISHED_READY,2026-09-18
PN-001652,D2NP53-2503,d2np53-2503,Sandvik / EIMCO,Underground LHD,ED10,Filter,粗过滤器元件,,粗过滤器元件,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 75, item 4",伊泰LS190-ED10配件手册.pdf,D2NP53-2503 — 粗过滤器元件,D2NP53-2503 粗过滤器元件 | ED10 Spare Part,Verified part number D2NP53-2503: 粗过滤器元件 for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on KuangpeiYun,/part-number/d2np53-2503,Request Quote,/rfq/new?partNumber=D2NP53-2503,PUBLISHED_READY,2026-09-18
PN-001653,D2NP53-2504,d2np53-2504,Sandvik / EIMCO,Underground LHD,ED10,Filter,安全过滤器元件,,安全过滤器元件,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 75, item 5",伊泰LS190-ED10配件手册.pdf,D2NP53-2504 — 安全过滤器元件,D2NP53-2504 安全过滤器元件 | ED10 Spare Part,Verified part number D2NP53-2504: 安全过滤器元件 for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on KuangpeiYu,/part-number/d2np53-2504,Request Quote,/rfq/new?partNumber=D2NP53-2504,PUBLISHED_READY,2026-09-18
PN-001643,D2NP10-3198,d2np10-3198,Sandvik / EIMCO,Underground LHD,ED10,Hydraulic,阀,,阀,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 75, item 6",伊泰LS190-ED10配件手册.pdf,D2NP10-3198 — 阀,D2NP10-3198 阀 | ED10 Spare Part,Verified part number D2NP10-3198: 阀 for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on KuangpeiYun.,/part-number/d2np10-3198,Request Quote,/rfq/new?partNumber=D2NP10-3198,PUBLISHED_READY,2026-09-18
PN-000589,A2U220-293004,a2u220-293004,Sandvik / EIMCO,Underground LHD,ED10,Engine,涡轮增压器油蓄能器,,涡轮增压器油蓄能器,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 77, item 1",伊泰LS190-ED10配件手册.pdf,A2U220-293004 — 涡轮增压器油蓄能器,A2U220-293004 涡轮增压器油蓄能器 | ED10 Spare Part,Verified part number A2U220-293004: 涡轮增压器油蓄能器 for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on Kuangp,/part-number/a2u220-293004,Request Quote,/rfq/new?partNumber=A2U220-293004,PUBLISHED_READY,2026-09-18
PN-001627,D2900-6-160-7,d2900-6-160-7,Sandvik / EIMCO,Underground LHD,ED10,Hydraulic,液压软管,,液压软管,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 77, item 3",伊泰LS190-ED10配件手册.pdf,D2900-6-160-7 — 液压软管,D2900-6-160-7 液压软管 | ED10 Spare Part,Verified part number D2900-6-160-7: 液压软管 for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on KuangpeiYun,/part-number/d2900-6-160-7,Request Quote,/rfq/new?partNumber=D2900-6-160-7,PUBLISHED_READY,2026-09-18
PN-000162,445502764,445502764,Sandvik / EIMCO,Underground LHD,ED10,Fastener,六角头螺栓,,六角头螺栓,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 77, item 4",伊泰LS190-ED10配件手册.pdf,445502764 — 六角头螺栓,445502764 六角头螺栓 | ED10 Spare Part,Verified part number 445502764: 六角头螺栓 for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on KuangpeiYun.,/part-number/445502764,Request Quote,/rfq/new?partNumber=445502764,PUBLISHED_READY,2026-09-18
PN-000215,455669030,455669030,Sandvik / EIMCO,Underground LHD,ED10,Fastener,螺母，尼龙嵌层,,螺母，尼龙嵌层,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 77, item 6",伊泰LS190-ED10配件手册.pdf,455669030 — 螺母，尼龙嵌层,455669030 螺母，尼龙嵌层 | ED10 Spare Part,Verified part number 455669030: 螺母，尼龙嵌层 for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on KuangpeiYun.,/part-number/455669030,Request Quote,/rfq/new?partNumber=455669030,PUBLISHED_READY,2026-09-18
PN-001820,F3GLF3376,f3glf3376,Sandvik / EIMCO,Underground LHD,ED10,Engine,"SPIN-ON-FILTER, TURBO OIL ACCUM.","SPIN-ON-FILTER, TURBO OIL ACCUM.",油滤清器滤芯,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 77, item 7; SANDVIK LS190-B2285 SPARE PARTS LIST_Mining India_24.03.2026.xlsx, Sheet1, row 20",SANDVIK LS190-B2285 SPARE PARTS LIST_Mining India_24.03.2026.xlsx | 伊泰LS190-ED10配件手册.pdf,"F3GLF3376 — SPIN-ON-FILTER, TURBO OIL ACCUM.","F3GLF3376 SPIN-ON-FILTER, TURBO OIL ACCUM. | ED10 Spare Part","Verified part number F3GLF3376: SPIN-ON-FILTER, TURBO OIL ACCUM. for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts ",/part-number/f3glf3376,Request Quote,/rfq/new?partNumber=F3GLF3376,PUBLISHED_READY,2026-09-18
PN-001563,D21-64,d21-64,Sandvik / EIMCO,Underground LHD,ED10,Structure,变径衬套,,变径衬套,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 77, item 8",伊泰LS190-ED10配件手册.pdf,D21-64 — 变径衬套,D21-64 变径衬套 | ED10 Spare Part,Verified part number D21-64: 变径衬套 for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on KuangpeiYun.,/part-number/d21-64,Request Quote,/rfq/new?partNumber=D21-64,PUBLISHED_READY,2026-09-18
PN-001626,D2900-6-150-9,d2900-6-150-9,Sandvik / EIMCO,Underground LHD,ED10,Hydraulic,液压软管,,液压软管,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 77, item 10",伊泰LS190-ED10配件手册.pdf,D2900-6-150-9 — 液压软管,D2900-6-150-9 液压软管 | ED10 Spare Part,Verified part number D2900-6-150-9: 液压软管 for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on KuangpeiYun,/part-number/d2900-6-150-9,Request Quote,/rfq/new?partNumber=D2900-6-150-9,PUBLISHED_READY,2026-09-18
PN-000085,100485,100485,Sandvik / EIMCO,Underground LHD,ED10,Hose/Fitting,肘接头,,肘接头,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 80, item 1",伊泰LS190-ED10配件手册.pdf,100485 — 肘接头,100485 肘接头 | ED10 Spare Part,Verified part number 100485: 肘接头 for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on KuangpeiYun.,/part-number/100485,Request Quote,/rfq/new?partNumber=100485,PUBLISHED_READY,2026-09-18
PN-000092,107263,107263,Sandvik / EIMCO,Underground LHD,ED10,Other,旋钮,,旋钮,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 80, item 2",伊泰LS190-ED10配件手册.pdf,107263 — 旋钮,107263 旋钮 | ED10 Spare Part,Verified part number 107263: 旋钮 for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on KuangpeiYun.,/part-number/107263,Request Quote,/rfq/new?partNumber=107263,PUBLISHED_READY,2026-09-18
PN-000402,A2U130-391156,a2u130-391156,Sandvik / EIMCO,Underground LHD,ED10,Other,车轴,,车轴,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 80, item 3",伊泰LS190-ED10配件手册.pdf,A2U130-391156 — 车轴,A2U130-391156 车轴 | ED10 Spare Part,Verified part number A2U130-391156: 车轴 for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on KuangpeiYun.,/part-number/a2u130-391156,Request Quote,/rfq/new?partNumber=A2U130-391156,PUBLISHED_READY,2026-09-18
PN-000406,A2U130-391171,a2u130-391171,Sandvik / EIMCO,Underground LHD,ED10,Structure,安装托座,,安装托座,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 80, item 4",伊泰LS190-ED10配件手册.pdf,A2U130-391171 — 安装托座,A2U130-391171 安装托座 | ED10 Spare Part,Verified part number A2U130-391171: 安装托座 for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on KuangpeiYun,/part-number/a2u130-391171,Request Quote,/rfq/new?partNumber=A2U130-391171,PUBLISHED_READY,2026-09-18
PN-000401,A2U130-391154,a2u130-391154,Sandvik / EIMCO,Underground LHD,ED10,Transmission/Driveline,变速杆,,变速杆,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 80, item 5",伊泰LS190-ED10配件手册.pdf,A2U130-391154 — 变速杆,A2U130-391154 变速杆 | ED10 Spare Part,Verified part number A2U130-391154: 变速杆 for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on KuangpeiYun.,/part-number/a2u130-391154,Request Quote,/rfq/new?partNumber=A2U130-391154,PUBLISHED_READY,2026-09-18
PN-000616,A2U220-391162,a2u220-391162,Sandvik / EIMCO,Underground LHD,ED10,Other,方向操纵杆,,方向操纵杆,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 80, item 6",伊泰LS190-ED10配件手册.pdf,A2U220-391162 — 方向操纵杆,A2U220-391162 方向操纵杆 | ED10 Spare Part,Verified part number A2U220-391162: 方向操纵杆 for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on KuangpeiYu,/part-number/a2u220-391162,Request Quote,/rfq/new?partNumber=A2U220-391162,PUBLISHED_READY,2026-09-18
PN-000111,228655,228655,Sandvik / EIMCO,Underground LHD,ED10,Hydraulic,安装阀片,,安装阀片,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 80, item 7",伊泰LS190-ED10配件手册.pdf,228655 — 安装阀片,228655 安装阀片 | ED10 Spare Part,Verified part number 228655: 安装阀片 for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on KuangpeiYun.,/part-number/228655,Request Quote,/rfq/new?partNumber=228655,PUBLISHED_READY,2026-09-18
PN-000766,A2U900-492023,a2u900-492023,Sandvik / EIMCO,Underground LHD,ED10,Other,"KNOB, TAPERED","KNOB, TAPERED",锥形旋钮,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 80, item 8; SANDVIK LS190-B2285 SPARE PARTS LIST_Mining India_24.03.2026.xlsx, Sheet1, row 198",SANDVIK LS190-B2285 SPARE PARTS LIST_Mining India_24.03.2026.xlsx | 伊泰LS190-ED10配件手册.pdf,"A2U900-492023 — KNOB, TAPERED","A2U900-492023 KNOB, TAPERED | ED10 Spare Part","Verified part number A2U900-492023: KNOB, TAPERED for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on Ku",/part-number/a2u900-492023,Request Quote,/rfq/new?partNumber=A2U900-492023,PUBLISHED_READY,2026-09-18
PN-000121,254058,254058,Sandvik / EIMCO,Underground LHD,ED10,Other,连杆,,连杆,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 80, item 9",伊泰LS190-ED10配件手册.pdf,254058 — 连杆,254058 连杆 | ED10 Spare Part,Verified part number 254058: 连杆 for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on KuangpeiYun.,/part-number/254058,Request Quote,/rfq/new?partNumber=254058,PUBLISHED_READY,2026-09-18
PN-001830,HRA68,hra68,Sandvik / EIMCO,Underground LHD,ED10,Hose/Fitting,球形接头,,球形接头,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 80, item 10",伊泰LS190-ED10配件手册.pdf,HRA68 — 球形接头,HRA68 球形接头 | ED10 Spare Part,Verified part number HRA68: 球形接头 for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on KuangpeiYun.,/part-number/hra68,Request Quote,/rfq/new?partNumber=HRA68,PUBLISHED_READY,2026-09-18
PN-001835,L255,l255,Sandvik / EIMCO,Underground LHD,ED10,Other,锥体锁止,,锥体锁止,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 80, item 11",伊泰LS190-ED10配件手册.pdf,L255 — 锥体锁止,L255 锥体锁止 | ED10 Spare Part,Verified part number L255: 锥体锁止 for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on KuangpeiYun.,/part-number/l255,Request Quote,/rfq/new?partNumber=L255,PUBLISHED_READY,2026-09-18
PN-001836,L256,l256,Sandvik / EIMCO,Underground LHD,ED10,Fastener,防松螺母,,防松螺母,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 80, item 12",伊泰LS190-ED10配件手册.pdf,L256 — 防松螺母,L256 防松螺母 | ED10 Spare Part,Verified part number L256: 防松螺母 for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on KuangpeiYun.,/part-number/l256,Request Quote,/rfq/new?partNumber=L256,PUBLISHED_READY,2026-09-18
PN-001846,P1FG,p1fg,Sandvik / EIMCO,Underground LHD,ED10,Other,90度滑油嘴,,90度滑油嘴 | 润滑接头,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 80, item 13; ED10 parts manual page 169, item 3; ED10 parts manual page 171, item 3; ED10 parts manual page 192, item 11; ED10 parts manual page 194, item 5; ED10 parts manual page 199, item 19; ED10 parts manual page 211, item 6; ED10 parts manual page 232, item 7; ED10 parts manual page 271, item 6; ED10 parts manual page 319, item 9",伊泰LS190-ED10配件手册.pdf,P1FG — 90度滑油嘴,P1FG 90度滑油嘴 | ED10 Spare Part,Verified part number P1FG: 90度滑油嘴 for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on KuangpeiYun.,/part-number/p1fg,Request Quote,/rfq/new?partNumber=P1FG,PUBLISHED_READY,2026-09-18
PN-000139,445250791,445250791,Sandvik / EIMCO,Underground LHD,ED10,Other,平头螺丝,,平头螺丝,EXPLICIT,VERIFIED,HIGH,"ED10 parts manual page 80, item 17",伊泰LS190-ED10配件手册.pdf,445250791 — 平头螺丝,445250791 平头螺丝 | ED10 Spare Part,Verified part number 445250791: 平头螺丝 for ED10. Check equipment compatibility and submit an RFQ to qualified mining spare parts suppliers on KuangpeiYun.,/part-number/445250791,Request Quote,/rfq/new?partNumber=445250791,PUBLISHED_READY,2026-09-18
