pn_id,part_number,brand,equipment,model,model_evidence,verification,evidence_summary,relation_status
PN-000328,64801604,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 53, item 1",ACTIVE
PN-000391,A2U130-235014,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 53, item 2",ACTIVE
PN-001504,CN1-0604,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 53, item 4",ACTIVE
PN-001904,W6GA,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 53, item 5; ED10 parts manual page 80, item 22; ED10 parts manual page 114, item 8; ED10 parts manual page 205, item 6; ED10 parts manual page 218, item 20; ED10 parts manual page 283, item 12",ACTIVE
PN-001870,T6GG20,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 53, item 6; ED10 parts manual page 218, item 17",ACTIVE
PN-001905,W6GF,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 53, item 7; ED10 parts manual page 114, item 9; ED10 parts manual page 199, item 24; ED10 parts manual page 205, item 5; ED10 parts manual page 214, item 27; ED10 parts manual page 218, item 21; ED10 parts manual page 225, item 7; ED10 parts manual page 283, item 11; ED10 parts manual page 319, item 14",ACTIVE
PN-001547,D17-612,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 53, item 8",ACTIVE
PN-001662,D37-66,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 53, item 9",ACTIVE
PN-001525,D15-49,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 53, item 10",ACTIVE
PN-001631,D2900-6-45-12,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 53, item 11",ACTIVE
PN-001632,D2900-6-55-12,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 53, item 12; ED10 parts manual page 53, item 13",ACTIVE
PN-001687,D50-99,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 53, item 14; ED10 parts manual page 251, item 34",ACTIVE
PN-001725,D53-912,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 53, item 15",ACTIVE
PN-001548,D17-69,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 53, item 16; ED10 parts manual page 77, item 9",ACTIVE
PN-001709,D52-99,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 53, item 17; ED10 parts manual page 251, item 35",ACTIVE
PN-000888,A2U921-291113,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 55, item 1",ACTIVE
PN-001819,F3GFS1221,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 55, item 2; SANDVIK LS190-B2285 SPARE PARTS LIST_Mining India_24.03.2026.xlsx, Sheet1, row 96",ACTIVE
PN-000528,A2U220-242017,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 57, item 1",ACTIVE
PN-001654,D2NX00-4995,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 57, item 3",ACTIVE
PN-000529,A2U220-244080,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 57, item 4",ACTIVE
PN-001651,D2NP14-8347,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 57, item 5; SANDVIK LS 190-312 PARTS20260228.xlsx, Sheet1, row 152; SANDVIK LS190-B2285 SPARE PARTS LIST_Mining India_24.03.2026.xlsx, Sheet1, row 60; Purchase Order-Shanxi.xlsx, Sheet1, row 19",ACTIVE
PN-001651,D2NP14-8347,Sandvik / EIMCO,Underground LHD,LS190,EXPLICIT,VERIFIED,"ED10 parts manual page 57, item 5; SANDVIK LS 190-312 PARTS20260228.xlsx, Sheet1, row 152; SANDVIK LS190-B2285 SPARE PARTS LIST_Mining India_24.03.2026.xlsx, Sheet1, row 60; Purchase Order-Shanxi.xlsx, Sheet1, row 19",ACTIVE
PN-000531,A2U220-244082,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 57, item 6",ACTIVE
PN-000158,445502751,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 57, item 7",ACTIVE
PN-001674,D41-0207,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 57, item 8",ACTIVE
PN-001647,D2NP11-2611,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 57, item 9",ACTIVE
PN-001743,D600-04-30-07,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 57, item 10",ACTIVE
PN-001519,D15-0812,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 57, item 11",ACTIVE
PN-001775,DA4-0202,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 57, item 12",ACTIVE
PN-001507,D0RBX00-2252,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 57, item 14",ACTIVE
PN-001756,D67-02,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 57, item 15",ACTIVE
PN-001650,D2NP14-8345,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 57, item 17; SANDVIK LS 190-312 PARTS20260228.xlsx, Sheet1, row 151; SANDVIK LS190-B2285 SPARE PARTS LIST_Mining India_24.03.2026.xlsx, Sheet1, row 59; Purchase Order-Shanxi.xlsx, Sheet1, row 18",ACTIVE
PN-001650,D2NP14-8345,Sandvik / EIMCO,Underground LHD,LS190,EXPLICIT,VERIFIED,"ED10 parts manual page 57, item 17; SANDVIK LS 190-312 PARTS20260228.xlsx, Sheet1, row 151; SANDVIK LS190-B2285 SPARE PARTS LIST_Mining India_24.03.2026.xlsx, Sheet1, row 59; Purchase Order-Shanxi.xlsx, Sheet1, row 18",ACTIVE
PN-000583,A2U220-291226,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 57, item 18",ACTIVE
PN-001641,D2NH00-0350,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 57, item 19",ACTIVE
PN-000525,A2U220-240072,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 59, item 1",ACTIVE
PN-000438,A2U130-690024,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 59, item 2",ACTIVE
PN-000524,A2U220-240058,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 59, item 3",ACTIVE
PN-000703,A2U900-240084,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 59, item 4",ACTIVE
PN-000720,A2U900-244100,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 61, item 1",ACTIVE
PN-000759,A2U900-470070,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 61, item 2",ACTIVE
PN-000007,A2U900-694015,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 61, item 3; 山特维克ls190-20260806.xlsx, Sheet1, row 13; SANDVIK LS 190-312 PARTS20260228.xlsx, Sheet1, row 20; SANDVIK LS190-B2285 SPARE PARTS LIST_Mining India_24.03.2026.xlsx, Sheet1, row 464; SANDVIK LS190-B2285 SPARE PARTS LIST_Mining India_24.03.2026.xlsx, Sheet1, row 471; Purchase Order-Shanxi.xlsx, Sheet1, row 55",ACTIVE
PN-000007,A2U900-694015,Sandvik / EIMCO,Underground LHD,LS190,EXPLICIT,VERIFIED,"ED10 parts manual page 61, item 3; 山特维克ls190-20260806.xlsx, Sheet1, row 13; SANDVIK LS 190-312 PARTS20260228.xlsx, Sheet1, row 20; SANDVIK LS190-B2285 SPARE PARTS LIST_Mining India_24.03.2026.xlsx, Sheet1, row 464; SANDVIK LS190-B2285 SPARE PARTS LIST_Mining India_24.03.2026.xlsx, Sheet1, row 471; Purchase Order-Shanxi.xlsx, Sheet1, row 55",ACTIVE
PN-001555,D20-070707,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 63, item 1",ACTIVE
PN-001655,D36-0207,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 63, item 2",ACTIVE
PN-001744,D600-04-500-07,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 63, item 3",ACTIVE
PN-001747,D605-0704,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 63, item 4",ACTIVE
PN-001788,DA82-070707,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 63, item 5; ED10 parts manual page 230, item 23; ED10 parts manual page 285, item 13",ACTIVE
PN-001794,DB17-0207,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 63, item 6",ACTIVE
PN-000686,A2U900-1711093,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 65, item 1",ACTIVE
PN-000698,A2U900-197941,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 65, item 2",ACTIVE
PN-000794,A2U900-594079,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 65, item 3",ACTIVE
PN-000058,A2U936-690011,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 65, item 4; 山特维克ls190-20260806.xlsx, Sheet1, row 10; LS_190_-REQUIREMENT20260107.xlsx, Sheet1, row 6; LS_190_-REQUIREMENT20260107.xlsx, Sheet1, row 7; SANDVIK LS 190-312 PARTS20260228.xlsx, Sheet1, row 119; SANDVIK LS190-B2285 SPARE PARTS LIST_Mining India_24.03.2026.xlsx, Sheet1, row 193; SANDVIK LS190-B2285 SPARE PARTS LIST_Mining India_24.03.2026.xlsx, Sheet1, row 208",ACTIVE
PN-000532,A2U220-244096,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 67, item 1",ACTIVE
PN-000705,A2U900-241052,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 67, item 2",ACTIVE
PN-000708,A2U900-241055,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 67, item 3",ACTIVE
PN-000709,A2U900-241058,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 67, item 4; SANDVIK LS190-B2285 SPARE PARTS LIST_Mining India_24.03.2026.xlsx, Sheet1, row 98",ACTIVE
PN-000718,A2U900-244094,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 67, item 5",ACTIVE
PN-000719,A2U900-244098,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 67, item 6; SANDVIK LS190-B2285 SPARE PARTS LIST_Mining India_24.03.2026.xlsx, Sheet1, row 57; SANDVIK LS190-B2285 SPARE PARTS LIST_Mining India_24.03.2026.xlsx, Sheet1, row 99",ACTIVE
PN-000736,A2U900-291270,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 67, item 7",ACTIVE
PN-000717,A2U900-243017,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 67, item 12; SANDVIK LS190-B2285 SPARE PARTS LIST_Mining India_24.03.2026.xlsx, Sheet1, row 100",ACTIVE
PN-000694,A2U900-196182,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 67, item 17",ACTIVE
PN-000530,A2U220-244081,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 69, item 3; LS_190_-REQUIREMENT20260107.xlsx, Sheet1, row 24; SANDVIK LS 190-312 PARTS20260228.xlsx, Sheet1, row 40",ACTIVE
PN-000555,A2U220-259009,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 69, item 4",ACTIVE
PN-000704,A2U900-241033,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 69, item 5",ACTIVE
PN-000716,A2U900-243007,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 69, item 6",ACTIVE
PN-001060,C2A7C1152,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 69, item 7",ACTIVE
PN-001064,C2A9S4182,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 69, item 8",ACTIVE
PN-001829,HAS040P,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 69, item 10",ACTIVE
PN-001057,C2A6V5219,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 69, item 13",ACTIVE
PN-001063,C2A9M1974,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 69, item 14",ACTIVE
PN-000706,A2U900-241053,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 71, item 1; SANDVIK LS190-B2285 SPARE PARTS LIST_Mining India_24.03.2026.xlsx, Sheet1, row 457",ACTIVE
PN-000707,A2U900-241054,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 71, item 2",ACTIVE
PN-000714,A2U900-241068,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 71, item 3; SANDVIK LS190-B2285 SPARE PARTS LIST_Mining India_24.03.2026.xlsx, Sheet1, row 459",ACTIVE
PN-000824,A2U900-651010,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 71, item 4; SANDVIK LS190-B2285 SPARE PARTS LIST_Mining India_24.03.2026.xlsx, Sheet1, row 232",ACTIVE
PN-000710,A2U900-241063,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 73, item 1",ACTIVE
PN-000711,A2U900-241064,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 73, item 2",ACTIVE
PN-000712,A2U900-241065,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 73, item 3",ACTIVE
PN-000713,A2U900-241066,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 73, item 4",ACTIVE
PN-000715,A2U900-241069,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 73, item 5",ACTIVE
PN-001642,D2NP10-0866,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 75, item 1",ACTIVE
PN-001645,D2NP10-8771,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 75, item 2",ACTIVE
PN-001646,D2NP10-9297,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 75, item 3",ACTIVE
PN-001652,D2NP53-2503,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 75, item 4",ACTIVE
PN-001653,D2NP53-2504,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 75, item 5",ACTIVE
PN-001643,D2NP10-3198,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 75, item 6",ACTIVE
PN-000589,A2U220-293004,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 77, item 1",ACTIVE
PN-001627,D2900-6-160-7,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 77, item 3",ACTIVE
PN-000162,445502764,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 77, item 4",ACTIVE
PN-000215,455669030,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 77, item 6",ACTIVE
PN-001820,F3GLF3376,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 77, item 7; SANDVIK LS190-B2285 SPARE PARTS LIST_Mining India_24.03.2026.xlsx, Sheet1, row 20",ACTIVE
PN-001563,D21-64,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 77, item 8",ACTIVE
PN-001626,D2900-6-150-9,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 77, item 10",ACTIVE
PN-000085,100485,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 80, item 1",ACTIVE
PN-000092,107263,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 80, item 2",ACTIVE
PN-000402,A2U130-391156,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 80, item 3",ACTIVE
PN-000406,A2U130-391171,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 80, item 4",ACTIVE
PN-000401,A2U130-391154,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 80, item 5",ACTIVE
PN-000616,A2U220-391162,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 80, item 6",ACTIVE
PN-000111,228655,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 80, item 7",ACTIVE
PN-000766,A2U900-492023,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 80, item 8; SANDVIK LS190-B2285 SPARE PARTS LIST_Mining India_24.03.2026.xlsx, Sheet1, row 198",ACTIVE
PN-000121,254058,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 80, item 9",ACTIVE
PN-001830,HRA68,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 80, item 10",ACTIVE
PN-001835,L255,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 80, item 11",ACTIVE
PN-001836,L256,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 80, item 12",ACTIVE
PN-001846,P1FG,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 80, item 13; ED10 parts manual page 169, item 3; ED10 parts manual page 171, item 3; ED10 parts manual page 192, item 11; ED10 parts manual page 194, item 5; ED10 parts manual page 199, item 19; ED10 parts manual page 211, item 6; ED10 parts manual page 232, item 7; ED10 parts manual page 271, item 6; ED10 parts manual page 319, item 9",ACTIVE
PN-000139,445250791,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 80, item 17",ACTIVE
PN-001876,T6H20,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 80, item 20",ACTIVE
PN-001908,WG6F,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 80, item 21",ACTIVE
PN-000741,A2U900-331057,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 82, item 1",ACTIVE
PN-000387,A2U130-197201,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 82, item 2",ACTIVE
PN-000603,A2U220-330040,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 82, item 3",ACTIVE
PN-000850,A2U913-391143,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 82, item 4",ACTIVE
PN-000851,A2U913-391144,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 82, item 5",ACTIVE
PN-001439,CL268361,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 84, item 1",ACTIVE
PN-001443,CL269750,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 84, item 2",ACTIVE
PN-001445,CL269765,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 84, item 3",ACTIVE
PN-001440,CL269658,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 84, item 4",ACTIVE
PN-001441,CL269659,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 84, item 5",ACTIVE
PN-001444,CL269761,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 84, item 6",ACTIVE
PN-001442,CL269722,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 84, item 7",ACTIVE
PN-001345,CL240429,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 84, item 8",ACTIVE
PN-001308,CL235800,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 84, item 9",ACTIVE
PN-001321,CL237637,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 84, item 10; ED10 parts manual page 84, item 14",ACTIVE
PN-001223,CL215634,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 84, item 11; ED10 parts manual page 84, item 15",ACTIVE
PN-001291,CL231916,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 84, item 12; ED10 parts manual page 84, item 16",ACTIVE
PN-001437,CL25K60128,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 84, item 13; ED10 parts manual page 84, item 17",ACTIVE
PN-001221,CL214985,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 84, item 18; ED10 parts manual page 116, item 12",ACTIVE
PN-001225,CL216058,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 84, item 19; ED10 parts manual page 127, item 13",ACTIVE
PN-001088,CL102745,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 84, item 20; ED10 parts manual page 127, item 12",ACTIVE
PN-001431,CL258K40112,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 84, item 21",ACTIVE
PN-001322,CL237720,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 86, item 1",ACTIVE
PN-001239,CL223901,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 86, item 2; ED10 parts manual page 86, item 4; ED10 parts manual page 88, item 31; ED10 parts manual page 88, item 34",ACTIVE
PN-001251,CL225603,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 86, item 3",ACTIVE
PN-001092,CL10F-16,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 86, item 5; ED10 parts manual page 120, item 6",ACTIVE
PN-001366,CL244427,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 86, item 6",ACTIVE
PN-001478,CL76K-110,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 86, item 7",ACTIVE
PN-001282,CL231629,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 86, item 8",ACTIVE
PN-001269,CL231048,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 86, item 9",ACTIVE
PN-001446,CL4 E-05,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 86, item 10; ED10 parts manual page 86, item 17",ACTIVE
PN-001125,CL1C-510,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 86, item 11; ED10 parts manual page 86, item 18",ACTIVE
PN-001364,CL243377,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 86, item 12",ACTIVE
PN-001281,CL231628,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 86, item 13",ACTIVE
PN-001323,CL238535,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 86, item 14",ACTIVE
PN-001320,CL237576,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 86, item 15",ACTIVE
PN-001257,CL230851,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 86, item 16",ACTIVE
PN-001284,CL231782,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 86, item 19",ACTIVE
PN-001349,CL241684,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 86, item 20",ACTIVE
PN-001386,CL248197,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 86, item 21",ACTIVE
PN-001241,CL224026,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 86, item 22; ED10 parts manual page 99, item 10A; ED10 parts manual page 127, item 18",ACTIVE
PN-001231,CL222067,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 86, item 23; ED10 parts manual page 86, item 24; ED10 parts manual page 86, item 25; ED10 parts manual page 88, item 2; ED10 parts manual page 88, item 10; ED10 parts manual page 88, item 27; ED10 parts manual page 88, item 29",ACTIVE
PN-001113,CL16 F-06,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 86, item 26",ACTIVE
PN-001082,CL1 C-744,Sandvik / EIMCO,Underground LHD,ED10,EXPLICIT,VERIFIED,"ED10 parts manual page 86, item 27",ACTIVE
